certificate,game,esrb_rating,platform_name,company
"5065","Legend of the River King 2","E","Game Boy, Game Boy Color, Nintendo 3DS","Natsume Inc."
"5067","NASCAR Racing 3 Craftsman Truck Expansion Pack","E","Windows PC","Papyrus"
"5061","Test Drive Cycles","E","Game Boy Color, Windows PC, PlayStation/PS one","Atari"
"5059","Toonsylvania","E","Game Boy Color","Ubisoft"
"5060","Wacky Races","E","Dreamcast, Windows PC, PlayStation/PS one","Atari"
"5081","Dive Alert -Becky Version","E","Neo Geo Pocket Color","SNK Corporation of America"
"5054","Dive Alert Matt Version","E","Neo Geo Pocket Color","SNK Corporation of America"
"5053","Faselei","E","Neo Geo Pocket Color","SNK Corporation of America"
"5055","Metal Slug- 2nd Mission","E","Neo Geo Pocket Color","SNK Corporation of America"
"5056","Puzzle Link 2","E","Neo Geo Pocket Color","SNK Corporation of America"
"5058","Barbie Beauty Styler","E","Windows PC","Mattel Inc."
"5037","Earth 2150","T","Windows PC","Mattel Inc."
"5052","Grind Session","E","PlayStation/PS one","Sony Computer Entertainment America"
"5051","Parasite Eve 2","M","PlayStation/PS one","Square Electronic Arts"
"5062","Sierra Arcade Pack","E","Windows PC","Sierra Entertainment"
"5040","Legend of Dragoon","T","PlayStation/PS one","989 Studios"
"5045","Tom Clancy's Rainbow Six: Rogue Spear -Urban Operations","T","Macintosh, Windows PC","Red Storm Entertainment, Inc."
"5041","Bomberman Max Blue: Champion","E","Game Boy Color","Vatical Entertainment"
"5042","Bomberman Max Red: Challenger","E","Game Boy Color","Vatical Entertainment"
"5050","Grudge Warriors","T","PlayStation/PS one","Take 2 Interactive Software, Inc."
"5048","Titus The Fox","E","Game Boy Color","Titus Software"
"5027","Emergency Rescue-Firefighters","E","Windows PC","GT Interactive"
"5039","Jersey Devil","E","Windows PC","Atari"
"232","Lands of Lore II","T","Online","Westwood Studios, Inc."
"5022","Stunt Racer 64","E","Nintendo 64","Midway Home Entertainment"
"5043","Zebco Pro Fishing 3D: Tournament Edition","E","Windows PC","Head Games Publishing"
"5032","Sno-Cross Championship Racing","E","Dreamcast, PlayStation/PS one","Crave Entertainment"
"5020","A.F.F. II (Amazing Fact Finder II)","E","Macintosh, Windows PC","ARC Media"
"5016","Micro Maniacs","E","PlayStation/PS one","Codemasters"
"5038","NASCAR 2000","E","Game Boy Color","Electronic Arts"
"5028","SSNM Children's Dictionary","E","Windows PC","Simon &amp; Schuster Interactive"
"5029","SSNM Children's Encyclopedia","E","Windows PC","Simon &amp; Schuster Interactive"
"5023","Vanishing Point","E","Dreamcast, PlayStation/PS one","Acclaim"
"230","Command and Conquer","T","Online, PlayStation/PS one","Westwood Studios, Inc."
"5034","Edgar Torronteras' Moto-X 2000","E","Windows PC","Sierra Entertainment"
"5012","Fur Fighters","T","Dreamcast, Windows PC","Acclaim"
"5033","Maken X","M","Dreamcast","SEGA"
"5019","Alchemist","T","Macintosh, Windows PC","ARC Media"
"5025","Carnivale","E","Game Boy Color","Vatical Entertainment"
"5031","Men in Black 2","E","Game Boy Color","Crave Entertainment"
"5024","Mr. Driller","E","Game Boy Color","Namco Hometek Inc."
"5018","Sports Rule Quiz","T","Macintosh, Windows PC","ARC Media"
"5030","The Fox Warrior","E","Game Boy Color","Titus Software"
"5003","Atari Arcade Hits Vol.2","E","Windows PC","Hasbro Interactive"
"5026","Codename Eagle","M","Windows PC","Talonsoft, Inc."
"5013","You don't Know Jack 2001","T","Macintosh, Windows PC","Berkeley Systems"
"5021","You Don't Know Jack Louder! Faster! Funnier!","T","Macintosh, Windows PC","Berkeley Systems"
"5015","Football Mogul","E","Windows PC","Wizard Works Group Inc."
"5017","Insane","E","Windows PC","Codemasters"
"4972","Ultimate Paintball","E","Game Boy Color","Majesco Entertainment"
"4989","100+ Great Games","E","Windows PC","ValuSoft Inc."
"5014","African Safari Trophy Hunter","T","Windows PC","Wizard Works Group Inc."
"4986","Farm Land USA","E","Windows PC","ValuSoft Inc."
"4991","Interactive Bridge","E","Windows PC","ValuSoft Inc."
"4987","Mahjongg","E","Windows PC","ValuSoft Inc."
"4990","Bible Library","E","Windows PC","ValuSoft Inc."
"-200","Cool 21","E","Online","Electronic Arts"
"5001","Looney Tunes Collector: Alert!","E","Game Boy Color","Atari"
"4985","Millennium Kids Pak","E","Windows PC","ValuSoft Inc."
"4999","MotoCross Madness 2","E","Windows PC","Microsoft"
"5009","Rocky Mountain Trophy Hunter","T","Game Boy Color","Wizard Works Group Inc."
"5010","Xtreme Sports","E","Game Boy Color","Wizard Works Group Inc."
"5000","Looney Tunes:  Duck Dodgers starring Daffy Duck","E","Nintendo 64","Atari"
"4995","The Puzzle Collection","E","Game Boy Color","Classified Games"
"4993","5-Min Web Page  Maker","E","Windows PC","ValuSoft Inc."
"4976","America's Greatest Soliatire Games","E","Macintosh, Windows PC","Wizard Works Group Inc."
"4980","Browning African Safari Deluxe","T","Windows PC","ValuSoft Inc."
"4981","Browning Turkey Hunt Deluxe","T","Windows PC","ValuSoft Inc."
"5007","Croc","E","Game Boy Color","THQ Inc"
"4988","Do You Know Andy ?","E","Windows PC","ValuSoft Inc."
"5005","Dragon Dance","E","Game Boy Color","Crave Entertainment"
"4982","E-Z Photo","E","Windows PC","ValuSoft Inc."
"4984","Fly Logic Fly Fishing","E","Windows PC","ValuSoft Inc."
"4998","Gal`s Fighters","E","Neo Geo Pocket Color","SNK Corporation of America"
"4994","Great Battles of American Civil War","E","Windows PC","ValuSoft Inc."
"4983","Let's Ride","E","Windows PC","ValuSoft Inc."
"4996","Magical Drop","E","Game Boy Color","Classified Games"
"4992","MP3 Jukebox","E","Windows PC","ValuSoft Inc."
"4979","Play to Win Casino","E","Macintosh, Windows PC","Wizard Works Group Inc."
"4941","Raiden II","E","Windows PC","Interplay Productions Inc"
"5006","Rayman 2 The Great Escape","E","Dreamcast, Game Boy Color","Ubisoft"
"4940","Samurai Shodown II","T","Windows PC","Interplay Productions Inc"
"4977","Sportsman's Arcade","T","Windows PC","Wizard Works Group Inc."
"5008","Toobin'","E","Game Boy Color","Midway Home Entertainment"
"5002","X-Men Mutant Academy","T","Game Boy Color, Nintendo 64, PlayStation/PS one","Activision"
"4956","Deer Hunter 3 Gold","T","Windows PC","Wizard Works Group Inc."
"5011","F/A 18 E Super Hornet","T","Windows PC","Interplay Productions Inc"
"4955","Fighter Destiny 2","T","Nintendo 64","Southpeak Games"
"4978","Fun Pack 3D","E","Windows PC","Wizard Works Group Inc."
"208","WorldPlay Backgammon","E","Online","American Online Games Channel"
"204","WorldPlay Bridge","E","Online","American Online Games Channel"
"202","Casino Blackjack","E","Online","Electronic Arts"
"-199","Casino Poker","E","Online","Electronic Arts"
"4975","Playskool Store","E","Windows PC","Hasbro Interactive"
"4969","Test Drive Le Mans","E","Windows PC","Atari"
"4974","Tonka Dig N' Rigs","E","Windows PC","Hasbro Interactive"
"4968","Wacky Races","E","Game Boy Color","Atari"
"4967","Cosmic Party","E","Windows PC","Ubisoft (Canada)"
"4970","F1 2000","E","Windows PC, PlayStation/PS one","Electronic Arts"
"4962","Heroes of Might and Magic III: Shadow of Death","E","Dreamcast, Windows PC","3DO"
"4954","Shenmue Chapter 1","T","Dreamcast","SEGA"
"4957","Command and Conquer Tiberian Sun Firestorm","T","Windows PC","Westwood Studios, Inc."
"4963","Star Wars: Episode 1 Jedi Power Battles","T","Dreamcast, PlayStation/PS one","Lucasarts"
"4959","Tomb Raider: The Lost Artifact","T","Windows PC","Eidos Interactive"
"4973","F1 Championship","E","Dreamcast, Game Boy Color, PlayStation 2, PlayStation/PS one","Ubisoft"
"4958","Brunswick Pro Pool 3D II","E","Windows PC","Head Games Publishing"
"4932","Disney's 3D Adventure, Tigger's Family Tree","E","Windows PC","Disney Interactive Studios"
"4961","Gundam Side Story "" Rise From the Ashes""","T","Dreamcast","Bandai Games Inc."
"4951","Handerchief","T","Windows PC","Stealth Productions,INC."
"4939","Majesty","E","Windows PC","Hasbro Interactive"
"4964","MediEvil 2","T","PlayStation/PS one","Sony Computer Entertainment America"
"4960","Silent Bomber","T","PlayStation/PS one","Bandai Games Inc."
"4965","Speed Punks","E","PlayStation/PS one","Sony Computer Entertainment America"
"4952","Star Wars: Anakin's Speedway","E","Macintosh, Windows PC","Lucas Learning Ltd."
"4950","Starlancer","T","Windows PC","Microsoft"
"4971","Super Shot Golf Robot","E","Game Boy Color","Crave Entertainment"
"214","Chess on AOL","E","Online","Netgames"
"212","Darkness Falls","T","Online","Mythic Entertainment"
"213","Virtual Pool","E","Online","Celeris/Interplay Productions"
"211","Warcraft II","T","Online","Blizzard Entertainment"
"4936","Deception III :"" Dark Delusion""","M","PlayStation/PS one","TECMO KOEI AMERICA Corporation"
"4937","Heroes of Might and Magic","E","Game Boy Color","3DO"
"4913","Metal Gear","E","Game Boy Color","Konami Digital Entertainment"
"4953","Monster Rancer Battle Card Game","E","Game Boy","TECMO KOEI AMERICA Corporation"
"4934","Total Annihilation Kingdoms: The Iron Plague","T","Windows PC","Cavedog Entertainment"
"4853","Vanark","T","PlayStation/PS one","Jaleco"
"4935","Mr. Driller","E","PlayStation/PS one","Namco Hometek Inc."
"4933","Need for Speed Porsche Unleashed","E","Windows PC, PlayStation/PS one","Electronic Arts"
"4938","Rugrats: Totally Angelica","E","Game Boy Color","THQ Inc"
"4921","Street Sk8er 2","T","PlayStation/PS one","Electronic Arts"
"4928","Striker Pro 2000","E","Dreamcast, PlayStation/PS one","Atari"
"4931","Syphon Filter 2","M","PlayStation/PS one","989 Studios"
"4876","Time Stalkers","T","Dreamcast","SEGA"
"4917","Tomb Raider","E","Game Boy Color","Eidos Interactive"
"4930","WWF SMACKDOWN","T","PlayStation/PS one","THQ Inc"
"4924","Zillions of Games","E","Windows PC","Zillions Development Corp."
"4929","MDK2","T","Dreamcast, Mobile Phone, Windows PC, PlayStation 2, Wii","Interplay Productions Inc"
"4925","Sword Of The Berserk Guts' Rage","M","Dreamcast","Eidos Interactive"
"4923","Triple Play 2001","E","Game Boy Color","Electronic Arts"
"4919","Armored Core: Master of Arena","T","PlayStation/PS one","AGETEC,Inc."
"4920","Army Men: World War","T","3DO","3DO"
"4909","The Human 3D","E","Windows PC","Megasystems"
"4915","Dead or Alive 2","T","Sega Dreamcast","TECMO KOEI AMERICA Corporation"
"4916","High Heat Baseball 2001","E","Windows PC, PlayStation/PS one","3DO"
"4922","NASCAR 2000","E","Windows PC","Electronic Arts"
"4898","Street Fighter 3","T","Dreamcast","Capcom Entertainment, Inc."
"4918","Test Drive Le Mans","E","PlayStation/PS one","Atari"
"4888","Triple Play 2001","E","Windows PC, PlayStation/PS one","Electronic Arts"
"4896","Giga Wing","E","Dreamcast","Capcom Entertainment, Inc."
"4890","Gunship","T","Windows PC","Hasbro Interactive"
"4906","Hidden and Dangerous-Devils Bridge","M","Windows PC","Talonsoft, Inc."
"4903","Hot Wheels  Off Track Racing","E","Windows PC","Mattel Inc."
"4914","International Track and Field 2000","E","Nintendo 64","Konami Digital Entertainment"
"4894","Star Trek Voyager: Elite Force","T","Windows PC","Activision"
"4908","TZAR","T","Windows PC","Talonsoft, Inc."
"4910","Dinosaurs 3D","E","Windows PC","Megasystems"
"4866","Alundra 2","T","PlayStation/PS one","Activision"
"4902","Neo 21","E","Neo Geo Pocket Color","SNK Corporation of America"
"4904","Puzz- 3D CD: The Orient Express form the Twenties","E","Macintosh, Windows PC","DYAD Digital Studios"
"4901","Shanghai Mini","E","Neo Geo Pocket Color","SNK Corporation of America"
"4891","B-17 Flying Fortress II","T","Windows PC","Hasbro Interactive"
"4897","Resident Evil Code: Veronica X","M","Dreamcast, GameCube, PlayStation 2, PlayStation 3, PlayStation 4, PlayStation/PS one, Xbox 360","Capcom Entertainment, Inc."
"4882","Vagrant Story","T","PlayStation/PS one","Square Electronic Arts"
"4900","Walt Disney World: Magical Racing Quest","E","Dreamcast, Game Boy Color, PlayStation/PS one","Eidos Interactive"
"4899","Wario Land 3","E","Game Boy Color, Nintendo 3DS","Nintendo"
"4911","Force Commander","T","Windows PC","Lucasarts"
"4907","Talonsoft's Rising Sun","E","Windows PC","Talonsoft, Inc."
"4892","Winnie the Pooh: Adventure in the 100 Acre wood","E","Game Boy Color","NewKidCo"
"4887","Championship Bass","E","PlayStation/PS one","Electronic Arts"
"4889","Championship Bass","E","Windows PC","Electronic Arts"
"4880","Dragon Valor","T","PlayStation/PS one","Namco Hometek Inc."
"4893","Duke Nukem land of the Babes","M","PlayStation/PS one","GT Interactive"
"4886","Eternal Eyes","E","PlayStation/PS one","Sunsoft"
"4859","Last Call","M","Macintosh, Windows PC","Simon &amp; Schuster Interactive"
"4912","Nightmare Creatures II","M","Dreamcast, PlayStation/PS one","Konami Digital Entertainment"
"4879","Shogun: Total War","T","Windows PC","Electronic Arts"
"4878","Ultimate Hunt Challenge","T","Windows PC","Electronic Arts"
"4885","Blaster Master-Blasting Again","E","PlayStation/PS one","Sunsoft"
"4854","Carrier","M","Dreamcast","Jaleco"
"4874","Risk II","E","Macintosh, Windows PC","Hasbro Interactive"
"4851","Tony Hawk's Pro Skater","E","Nintendo 64","Activision"
"4884","Daikatana 64","M","Nintendo 64","Kotobuki System Co., Ltd."
"6128","Dance Dance Revolution","E","PlayStation/PS one","Konami Digital Entertainment"
"6142","High Heat Baseball 2002","E","Game Boy Advance, Game Boy Color, Windows PC, PlayStation 2, PlayStation/PS one","3DO"
"4846","Kiss Immortals","T","DVD, Windows PC","Brilliant Digital Entertainment"
"4872","Might and Magic: Day of the Destroyer","T","Windows PC","3DO"
"6147","Onimusha: Warlords","M","PlayStation 2","Capcom Entertainment, Inc."
"4875","Driver","E","Game Boy Color","GT Interactive"
"4883","QA Mahjongg","E","Windows PC","GT Interactive"
"4873","Thief II: The Metal Age","M","Windows PC","Eidos Interactive"
"4869","Tony Hawk's Pro Skater","E","Game Boy Color","Activision"
"4881","Vanguard Bandits","T","PlayStation/PS one","Working Design"
"4861","All Star Baseball 2001","E","Game Boy, Nintendo 64","Acclaim"
"4856","Rock the Rink","E","PlayStation/PS one","Electronic Arts"
"5046","Double Team","E","Palm Pilot","Vtechsoft, Inc"
"4858","Rally Racing Championship","E","Windows PC, PlayStation/PS one","Electronic Arts"
"4857","Superbike 2000","E","Windows PC, PlayStation/PS one","Electronic Arts"
"4868","Alice in Wonderland","E","Game Boy Color","Nintendo"
"4865","ECW: Hardcore Revolution","E","Game Boy Color","Acclaim"
"4867","Perfect Dark","M","Nintendo 64","Nintendo"
"4844","Shadow Watch","T","Windows PC","Red Storm Entertainment, Inc."
"4870","Soldier of Fortune","M","Dreamcast, Windows PC","Activision"
"4848","Street Fighter Ex 2","T","PlayStation/PS one","Capcom Entertainment, Inc."
"4855","Bugs Bunny Crazy  Castle 4","E","Game Boy Color","Kotobuki System Co., Ltd."
"4860","Chu Chu Rocket","E","Dreamcast","SEGA"
"4852","Major League Baseball 2001","E","PlayStation/PS one","Fox Interactive"
"4849","Plasma Sword","T","Dreamcast","Capcom Entertainment, Inc."
"4871","Soldier of Fortune Tactical Non-Violent Version","M","Windows PC","Activision"
"4847","Tech Romancer","T","Dreamcast","Capcom Entertainment, Inc."
"4826","Imperium Gallactica II Alliances","T","Windows PC","GT Interactive"
"4850","Sega Sports NHL 2K","E","Dreamcast","SEGA"
"4843","Virtua Striker 2 ver.2000.1","E","Sega Dreamcast","SEGA"
"197","5-Card Slingo","E","Online","Kesmai Corporation"
"203","Chattitude","M","Online","Electronic Arts"
"185","Legends of Kesmai","T","Online","Kesmai Corporation"
"4841","The Muppets","E","Game Boy Color","Take 2 Interactive Software, Inc."
"4837","Pool","E","Game Boy Color","Codemasters"
"4815","Vampire: The Masquerade - Redemption","M","Macintosh, Windows PC","Activision"
"4842","Wild Metal","T","Windows PC, Sega Dreamcast","Rockstar Games"
"4840","D2","M","Dreamcast","SEGA"
"4839","ISS Pro Evolution","E","PlayStation/PS one","Konami Digital Entertainment"
"4838","Blades of Steel 2000 (N64)","E","Nintendo 64","Konami Digital Entertainment"
"4835","Threads of Fate","E","PlayStation/PS one","Square Electronic Arts"
"4827","Battle Tank:Global Assault","T","PlayStation/PS one","3DO"
"4836","Hot Shots Golf 2","E","PlayStation 3, PlayStation Certified Device, PlayStation/PS one, PS Vita, PSP","Sony Computer Entertainment America"
"4825","MindRover: The Europa Project","E","Windows PC","CogniToy"
"4834","Photo Hunt in Yellowstone","E","Macintosh, Windows PC","True North Studios/ Periscope Productions"
"4823","Deathground","T","Macintosh","Freeverse"
"4829","Mario Party 2","E","Nintendo 64","Nintendo"
"4831","Princess Fashion Boutique","E","Macintosh, Windows PC","Disney Interactive Studios"
"4830","Swamp Buggy Racing","E","Windows PC","Wizard Works Group Inc."
"4828","Jeremy McGrath SuperCross 2000","E","Dreamcast, Game Boy, PlayStation/PS one","Acclaim"
"4822","L.L. Bean Adventure Series - Infinite Air","E","Windows PC","Pondview Productions"
"4809","Microsoft Plus! Game Pak- Card and Puzzles","E","Windows PC","Microsoft"
"4821","Disney's Activity Center, Winnie the Pooh","E","Macintosh, Windows PC","Disney Interactive Studios"
"4820","F1 World Grand Prix","E","Windows PC, PlayStation/PS one","Eidos Interactive"
"4748","The Sims","T","Windows PC","Electronic Arts"
"4813","Samurai Shodown - Warriors Rage","T","PlayStation/PS one","SNK Corporation of America"
"4818","4 Wheel Thunder","E","Dreamcast","Midway Home Entertainment"
"4810","Allegiance","E","Windows PC","Microsoft"
"4801","Battlezone: Rise of the Black Dogs","E","Nintendo 64","Crave Entertainment"
"4808","Colony Wars Red Sun","E","PlayStation/PS one","Psygnosis - US"
"4803","Metal Fatigue","T","Windows PC","Psygnosis - US"
"4817","Tomba 2","E","PlayStation/PS one","989 Studios"
"4819","Crazy Taxi","T","Dreamcast","SEGA"
"4816","Fashion Fix","E","Windows PC","Saturn Five Ltd."
"4806","Deer Hunter 2: Extended Season Expansion","T","Windows PC","Wizard Works Group Inc."
"4807","Legend of Mana","T","PlayStation/PS one","Square Electronic Arts"
"4802","Romance of the 3 Kingdoms6: Awakening of the Dragon","E","PlayStation/PS one","TECMO KOEI AMERICA Corporation"
